name,place_id,type,lat,lng,address
Singapore,ChIJyY4rtGcX2jERIKTarqz3AAQ,food,1.2811866,103.8503404,Singapore
Tuas,ChIJGQcMLX8G2jER_p2LLP4PXII,food,1.2949472,103.6304833,Singapore
Western Islands,ChIJfUjDTFkD2jERWk3ccN3PpWk,food,1.2478844,103.6767958,Singapore
Advario Helios Singapore Pte. Ltd.,ChIJESNtgqUD2jER-d2qU9Ud16c,food,1.2235441,103.6738263,55 Meranti Road
Tanjong Romos,ChIJ2dBd4LEd2jERjKk3OIS-RUQ,food,1.2173674,103.7586456,Semakau Island
Bukom Shri Sakthi Vinayagar Temple,ChIJKXkDb3Id2jERx1J378MToi8,food,1.2254749,103.7760069,Bukom Island
Aster Chemical and Energy Pte. Ltd.,ChIJ4QPVGgAd2jERaMNngK8lVBM,food,1.2263609,103.7771921,Bukom Island
Bukom Canteen,ChIJZTj8Z94d2jERKtTA2Tem_lc,food,1.2257635,103.7760102,Bukom Island
Masjid Pulau Bukom,ChIJjRkAze0c2jER6brFtAUoMKA,food,1.226923,103.7775726,"Pulau Bukom, Singapore"
scan-bilt.pte.ltd,ChIJNYHHOAAd2jERJ48gQgFoNBM,food,1.2257452,103.7751802,Bukom Island
JLL,ChIJz9aXj7od2jER8BSY5Jlwvfk,food,1.225788,103.7751328,"Pulau Bukom, Yard 10"
"Altrad Singapore, Bukom Office",ChIJc1ugvRMd2jERJb462SMgA5s,food,1.2251867,103.774044,Bukom Island
SEO Agency Singapore,ChIJ64TDgokR2jERj6d-L-NnIBc,food,1.2266434,103.7757292,"21 Bukit Batok Crescent, #15-76 Wcega Tower, Singapore"
Carrier (Workshop),ChIJh7oyfwAd2jERTiFMtmS80u0,food,1.226144,103.7747308,
Bukom Fire Station,ChIJoTRXIwAd2jER8XHzF3bjc-I,food,1.2278224,103.7760029,Bukom Island
Southern Islands,ChIJIQrWPrAe2jERyX2WHgkkCCg,food,1.2516481,103.8248465,Singapore
St John's Island Pier,ChIJZ4ANQfIe2jERWf_SQjbhsMM,food,1.2223067,103.8486874,"John's, 12 St Island"
st john lsland,ChIJ5zmIQAAf2jERaur131bgkMA,food,1.2190993,103.8448732,"38 St John's Island, 싱가포르"
Nur Alam,ChIJH_zzEQAf2jERaIALyJ4tJXs,food,1.2226727,103.8443078,
Dolphin Camp,ChIJvwyb3Z0f2jERUHgsaqtf-Dc,food,1.2226566,103.8443378,26 St John's Island
Otter Campsite,ChIJ504xi3sf2jERM4yAu4EaKtc,food,1.2223608,103.8450625,22 St John's Island
St John's Island Beach,ChIJB6EWEeof2jERBBeLOilV9sA,food,1.2224742,103.8460397,20 St John's Island
Jetty Lagoon,ChIJm69zjfIe2jERYfp34NfS8_E,food,1.2225622,103.8470644,Singapore
Sisters’ Islands Marine Park,ChIJq6qqJoge2jERFyOllgktDCg,food,1.2139132,103.8347519,Sisters’ Islands
Eagle’s Lodge,ChIJszqGD-Ef2jERwR7N3I9-Ynw,food,1.220776,103.848122,"14 St John's Island, Singapore"
Tua Pekong Temple,ChIJVVVVMfse2jERBJJuboMpkpI,food,1.2232473,103.8603946,
Kusu Island Chinese Temple,ChIJ-V18Lvse2jERXjUsB1soXs4,food,1.223224,103.859868,10 Khusu Island
"The Kusu Keramat, or Datok Kong Keramat",ChIJqVgpUPse2jER91TuWxEvgjM,food,1.2229982,103.8616035,10 Khusu Island
Kusu Island,ChIJT9pWLJAf2jERI7GcBCoQ5Ig,food,1.2232385,103.8610272,Singapore
Kusu Island Pier,ChIJlaUvLeUe2jER8VzAcsofmNQ,food,1.223578,103.8587281,Straits View
Tortoise Sanctuary,ChIJ3xSfteQe2jERRNWnVevm2mM,food,1.2239209,103.8606638,10 Khusu Island
左耳沙滩,ChIJcdKnJ24f2jER1TYPwuBLz3o,food,1.2253985,103.855467,Southern
Aerial view of St John and Lazarus Island,ChIJ9TVunQ0f2jERPkMEC5pXCXY,food,1.2220701,103.8520869,St. John island
St John - Lazarus Bridge,ChIJ55nHawsf2jERU_cb2r5Cbdg,food,1.2217653,103.8518316,St John Island
Catering Solutions,ChIJAYTFLssB2jERhBEinzmxRzo,restaurant,1.2447553,103.6141805,"96 Tuas South Boulevard, #01-41, Singapore"
DIAP-DAELIM JOINT VENTURE PTE LTD,ChIJC_rXTkYB2jERvbRXS-N884Q,food,1.2419575,103.6150074,200 Tuas South Avenue 2
PSA Tuas Port,ChIJM8LJPbAB2jER-i6N1XTBNUc,food,1.2391945,103.6159001,Singapore
F3 site Guard house,ChIJO9jLqf0B2jERnV2ARJXWVkA,food,1.2414743,103.6150234,
Tuas Lamp Post 1,ChIJSZ9pJHEB2jERNO7HNKtM2wA,food,1.2418195,103.6147595,999 Tuas South Boulevard
Bizsafe Contractor's Office,ChIJY7_-UAAB2jERecKTTDQ5Sr4,food,1.242233,103.614331,999 Tuas South Boulevard
Futsal Court,ChIJtSO9HgAB2jERrbKm6xKtv9w,food,1.2449721,103.6141123,
Parkcove,ChIJ_4Xs1okB2jERJ6JTKUrMkkY,food,1.2449789,103.6141112,
Pay2Home MTM - Tuas Lodge,ChIJrzD1cCsB2jERGKTT89OvEJo,food,1.2461503,103.6147464,"96 Tuas South Boulevard, Tuas Lodge"
Tuas Port,ChIJv1hZ1T4B2jERe0MjoMPlXkg,food,1.2420318,103.6120529,Tuas South Boulevard
TTP2 (Finger 3) Site Office,ChIJIc5Q8-MB2jERpUQhJw5FUmw,food,1.2317994,103.6192529,Tuas South Boulevard
Shoal Lighthouse,ChIJSZoUX-8D2jER8LD6sD8VeZ4,food,1.2396468,103.6480357,Singapore
Jurong Port Universal Terminal Pte. Ltd.,ChIJ5ZsFh3YD2jERvjCeX0c7O7E,food,1.2368851,103.6805404,61 Meranti Crescent
Intertek Group Plc,ChIJ5ZsFh3YD2jERKVqLRJfmCA0,food,1.238895,103.685621,61 Meranti Crescent
Meranti Power Site office,ChIJ1xoYSs4D2jERXLh-3t0l3nU,food,1.2371158,103.6775866,Meranti Road
OCGT,ChIJXXIKOAAD2jERj8N8WxiDxOk,food,1.2370249,103.6775528,"LOT 3860V, Jurong Island, 34 Meranti Road, PT MK"
LSI TERMINAL LOGISTICS,ChIJ7d3AUM8D2jERiaDX_Qhz1yw,food,1.2404706,103.6840157,"50 Meranti Crescent, Singapore"
Meranti Power,ChIJdwIxGwAD2jERA_SOPk9wsno,food,1.2361189,103.6772186,3 Meranti Road
Crunchy Bites Vending Machine- India's Fav Choice of Snacks & Biscuits,ChIJx2RoRQAD2jERSzPhWZ1LVVg,food,1.2358062,103.6776268,Meranti Road
SMCC OCGT Project site office,ChIJL_mPfQAD2jERAsEKjGQUAzE,food,1.2361068,103.6767146,
Cam post,ChIJ_1kzdAAD2jER4Wfi-5KTILU,food,1.2452345,103.6822322,"21A Meranti Crescent, Singapore"
Commodities Singapore,ChIJ5ZsFh3YD2jERmgiNbOapvbg,food,1.238895,103.685621,61 Meranti Crescent
আশিক সিঙ্গাপুর হোম,ChIJo7F5WAAD2jER1dQq5Jw288I,food,1.2455041,103.6820217,"21A Meranti Crescent, Singapore"
TSANDERCO Dormitory,ChIJYRB-JQAD2jERRmk4SUywjCY,food,1.2463913,103.6837865,
Singapore LNG Corporation Terminal,ChIJKUNjXwAD2jERW60zY6akXag,food,1.2354308,103.6730313,Jurong Island
JYC-NCL PTE LTD,ChIJ4TC0EIQD2jERHBwgjIzG2Sc,food,1.247243,103.675729,No. 32 Banyan Road
PB Tankers Ltd (Tankstore),ChIJq50ZHrkc2jERFIOuwp-Oi1g,clinic,1.235862,103.744556,
HIAP SENG,ChIJ9_C6qwId2jERz1my7zfIMsg,clinic,1.234572,103.7621445,Bukom island
Tanjong 1 Carpark,ChIJuf5_bKke2jERLULXmOwsYDE,transit_station,1.24607,103.82561,Singapore
Tanjong Beach,ChIJj-5azage2jEReXaIQXWXgkc,transit_station,1.24413,103.82737,Singapore
Palawan Beach,ChIJfQHyLKoe2jERhiqYvPi6cDg,transit_station,1.2474811,103.8243871,Singapore
Tanjong Beach Club,ChIJc6s2rage2jERzvX_e5IB_6k,restaurant,1.243299,103.828128,120 Tanjong Beach Walk
FOC by the Beach,ChIJBRTle6ke2jERAykxAgtBm68,restaurant,1.2467881,103.8249765,110 Tanjong Beach Walk
THE CLIFF,ChIJ5SCE0q4e2jERLiATjgKeV90,restaurant,1.2457724,103.8267834,"2 Bukit Manis Road, Sentosa"
FOCUS Adventure,ChIJSVorCKke2jERBkQHUdBrL2o,clinic,1.2451593,103.8248044,112 Tanjong Beach Walk
Reef the Chief,ChIJfS-EEQAf2jER8RbeRsPfscs,clinic,1.2461373,103.8238234,
Beach & Beats,ChIJdbZtACEf2jERWeihGwZq2UY,clinic,1.2426159,103.826768,"120 Tanjong Beach Walk, Singapore"
Tanjong 2,ChIJM-QkKwAf2jERKC1Qlxf0bfc,clinic,1.2428399,103.8271546,Sentosa Gateway
90 Degree Coconut Tree,ChIJLeQ1N5Uf2jERVoYYlhFFF9I,clinic,1.2475655,103.8216906,Southernmost Point
Dreamer Dee,ChIJafyCAkQf2jERWlqb4EmhgEI,clinic,1.247304,103.8226056,85A Palawan Beach Walk
Sentosa Nursery (Staff Only),ChIJBc6v4Tgf2jERrp5z_s6Y7j4,clinic,1.2451485,103.8258066,Sentosa
Southernmost Point of Continental Asia,ChIJLb-FB6oe2jER74hJNe4kwkw,clinic,1.2479756,103.8212538,"Palawan Island, Sentosa"
Palawan Viewing Tower,ChIJkctLwDod2jERJet33yIC-EA,clinic,1.2479643,103.8214455,Southernmost Point of Continental Asia
Fever,ChIJ2eM5mH8R2jER4b6KcIAVT04,clinic,1.2431022,103.8274965,"Tanjong Beach Walk, Sentosa"
Aquaholic Pool Party,ChIJBRTle6ke2jEReD-rjejvoOI,clinic,1.246761,103.8249249,110 Tanjong Beach Walk
Frankly Maintenance Services Pte. Ltd.,ChIJBRTle6ke2jERsWOo5oX5egY,clinic,1.2467881,103.8249765,110 Tanjong Beach Walk
Big Bridge,ChIJTw4adaoe2jER8xsQ6h_jSxc,clinic,1.2483754,103.8217643,Straits Boulevard
KidsCamp Singapore,ChIJKU4wlVcf2jERsRIYr8P-i3Y,clinic,1.2432981,103.8280264,120 Tanjong Beach Walk
Hendrick Sunset Cinema (Tanjong Beach Sentosa),ChIJXXM8AwAf2jER-CeK44LTu9Q,clinic,1.243429,103.8279884,120 Tanjong Beach Walk
Curious Sue,ChIJBWw6oyYf2jERt8QrPl0-6iw,clinic,1.247781,103.8238826,Palawan Beach
FU*K SINGAPORE,ChIJj5SGNgAf2jERjOeAgBr6KXM,clinic,1.2434007,103.8281067,"120 Tanjong Beach Walk, Singapura"
Bicycle Rack,ChIJtQQLP6oe2jERNoUQV2ZFly0,clinic,1.2481931,103.8232694,Palawan Beach Walk
Tanjong beach walk,ChIJ31yrfQAf2jERkANLsUR_0E4,clinic,1.2434596,103.828263,"120 Tanjong Beach Walk, Singapore"
Kindness Flower florist,ChIJb5kdbQAf2jERSVIKh8bvucY,shopping_mall,1.2477359,103.8419997,"31 Ocean Way, #01 - 23"
W Hotel/Quayside Isle,ChIJ690pZbYe2jER-PSBmhSKY58,transit_station,1.246394,103.84246,Singapore
Cove Village,ChIJ0VlrqrYe2jERo5J-VPM37dQ,transit_station,1.2469091,103.8392699,Singapore
WOK°15 Kitchen,ChIJfRsaqLYe2jERoKBUK2tvw8Q,restaurant,1.2458306,103.8398907,"#01-01 11 Cove Drive, Sentosa Cove"
the kitchen table,ChIJFQjWe7Ye2jERp81YJMFE3vE,restaurant,1.2462291,103.8418629,"21 Ocean Way, Sentosa"
SKIRT Restaurant,ChIJFQjWe7Ye2jER-Q54GE9iyqs,restaurant,1.2461984,103.8423677,21 Ocean Way
Boaters' Bar,ChIJJbOpwbYe2jER2sJeFxLOV9A,restaurant,1.2469733,103.8404733,11 Cove Drive
SolePomodoro Trattoria Pizzeria,ChIJZe4WxL4Z2jERwk67e5M7K2s,restaurant,1.2467086,103.8421109,"31 Ocean Way, #01-14 Quayside Isle, Sentosa Cove"
Two Chefs Bar,ChIJyZWB1rUe2jERntFa-iAPgm4,restaurant,1.246958,103.8421961,"31 Ocean Way, # 01 - 11 Quayside Isle"
Miska Cafe,ChIJX9pR0bUe2jERJRzgcJSiH0M,restaurant,1.2472309,103.8422985,"31 Ocean Way, #01-07"
Greenwood Fish Market | Seafood Restaurant & Market in Sentosa,ChIJw4tLzbUe2jERvRFvI6krOhY,restaurant,1.2477209,103.8419157,"31 Ocean Way, #01 - 04 / 05"
"Sabio by the Sea, Tapas Bar & Grill",ChIJzci4NbQe2jER4h_j0lN_Rg0,restaurant,1.24805,103.8415831,"31 Ocean Way, #01-02"
WOOBAR,ChIJFQjWe7Ye2jERu8giPGXlWa4,restaurant,1.2463132,103.8421765,21 Ocean Way
Quayside Isle,ChIJ01fgzLUe2jERxlhvImcbZ7g,restaurant,1.2476808,103.8420723,31 Ocean Way
Maa Janki Rasoi Singapore,ChIJBVSgEwAf2jER_znZ3g6KVW4,restaurant,1.2440362,103.8427331,281 Ocean Drive
Latitude Restaurant & Terrace (ONE°15 Marina Members only),ChIJQUHLtbYe2jER2Mhu3PXf1cA,restaurant,1.2456358,103.8399005,"11 Cove Drive, #01-01 ONE°15 Marina Club, Sentosa Cove"
Fireside,ChIJicDpowMf2jERxlf5XQmczW8,restaurant,1.2466488,103.8421639,"31 Ocean Way, #01 - 15"
Blue Lotus Singapore (Chinese Eating House),ChIJIchqf7Ye2jERQcR7gSmdVjA,restaurant,1.246831,103.8421169,"31 Ocean Way, #01 - 13 Quayside Isle"
Gin Khao Bistro,ChIJ-RPjNLQe2jERA1utzj7rV3I,restaurant,1.2468982,103.8421771,"31 Ocean Way, #01-12 Quayside Isle"
"Little Farms Table, Sentosa",ChIJ756pFwsf2jERSX3p6a-SwwI,restaurant,1.24725,103.8400024,"1 Cove Avenue, #02-14 Sentosa"
Mykonos On The Bay,ChIJG7G_SbQe2jER-JTj3hW4Q80,restaurant,1.247028,103.8422206,"31 Ocean Way, #01-10 Quayside Isle, Sentosa Cove"
Common Man Coffee Roasters - Quayside Isle,ChIJsd_IuI8f2jER_5PfLUtb384,restaurant,1.2471056,103.8422382,"31 Ocean Way, #01-09"
Shaan North Indian Restaurant,ChIJjf0e-rMf2jERh_tGEBLxdjQ,restaurant,1.2471122,103.8422318,"31 Ocean Way #01-08 Quayside Isle, 31 Ocean Way, #01-08 Sentosa Cove"
Greater Lot by Cedele,ChIJlfux1rUe2jERXT8IofiDrH0,restaurant,1.2471817,103.8422286,"31 Ocean Way, #01-08 Sentosa Cove"
Rock Bar Burger & Steakhouse,ChIJs9zrSIEZ2jERPFV8lMbgNPk,restaurant,1.2474301,103.8422111,"31 Ocean Way, #01 - 06"
Artizan Concepts International Pte. Ltd.,ChIJz3xiNLQe2jERmXQQn6UpxYM,restaurant,1.2479283,103.8417309,31 Ocean Way
HELIOS93,ChIJcepDs0gf2jERw04RP5rJqGM,cafe,1.2455941,103.8398077,"#01-01 11 Cove Drive, Sentosa Cove"
The Naughty Chef | Best Coffee & Sandwiches in Sentosa,ChIJt2XPJxof2jERi1oIFrMEWEo,cafe,1.2479283,103.8417309,"31 Ocean Way, #01-23A Quayside Isle"
Bar Nebula,ChIJQWKDz7Ye2jERQE4BofGI1cs,bar,1.2452889,103.8399241,"11 Cove Drive #01-01 ONE°15 Marina Club, Sentosa, Cove"
WET Deck,ChIJeYw_uFwf2jERUYU55tmLT4o,bar,1.2461984,103.8423677,"Sentosa, 21 Ocean Way"
"ONE°15 Marina Sentosa Cove, Singapore",ChIJRSRB2rYe2jERmG7iI6JR2bA,clinic,1.2455711,103.8397398,"11 Cove Drive, #01-01, Sentosa Cove, Singapore"
W Singapore - Sentosa Cove,ChIJVV19ebYe2jERR-8J-QgvBlY,clinic,1.2462857,103.8423347,21 Ocean Way
The Coast at Sentosa Cove,ChIJ20ajObYe2jERwA6VOyYMkqc,clinic,1.2457088,103.843791,276-280 Ocean Dr
White Sails Yacht Pte Ltd,ChIJjQZU3rYe2jER_NRRyZojho0,clinic,1.2470117,103.8399041,"1 Cove Drive, Singapore"
The Oceanfront @ Sentosa Cove,ChIJBYzQr7ce2jERooeBHyrYT_4,clinic,1.2440362,103.8427331,281 Ocean Drive
Hong Seh Yachting Pte Ltd,ChIJD2-ytbYe2jERKOBTr8nXOgg,clinic,1.2460757,103.8398377,"11 Cove Drive, #02-01 One°15 Marina Sentosa Cove, Singapore"
Yacht Broker Singapore - Boat Lagoon Yachting,ChIJ6wZPs6si2jER6zO3qSU3K_M,clinic,1.2462326,103.8398143,"One 15 Marina Club, #01-17, 11 Cove Drive Sentosa Cove"
Nina Tantzen Photography,ChIJcaGYObYe2jERkByo8LtD8yo,clinic,1.245366,103.843637,
Premium Nautical Pte Ltd,ChIJ0d7pxLAZ2jERbvP_HPaYJOM,clinic,1.246916,103.839772,"1 Cove Avenue, #02-01 Sentosa Cove"
EagleWings Yacht Charters Pte Ltd,ChIJmZaep7Ye2jERVd-ZEzpPm4s,clinic,1.2469119,103.8398749,#02-13 Sentosa Cove Village Arrival Plaza
My Fishing Frenzy Academy,ChIJIXCwxPsX2jERIZ0S0GkG71c,clinic,1.2469693,103.8398874,"1 Cove Drive, Singapore"
7-Eleven,ChIJ__8PqLYe2jERBXDv3OC_VrQ,clinic,1.2469797,103.8396956,"1 Cove Avenue, #02-12 Sentosa Cove Arrival Plaza"
Wanderlust Adventures Yacht Rental Singapore,ChIJ2RUKtfsX2jER5SCrlWX6qeI,clinic,1.2470836,103.8398691,"1 Cove Drive, Sentosa Cove"
Neo Yachting,ChIJuavioLYe2jERJ01XrCJdGXY,clinic,1.2470948,103.8398787,"1 Cove Drive, #098497 Sentosa"
Sonamara,ChIJ5xSESbQe2jERSMRSWkt_o04,clinic,1.2468064,103.8421802,31 Ocean Way
Petpawroni Sentosa Cove,ChIJ3aEy0bUe2jERW2DpFEmUOCs,clinic,1.2471426,103.8423232,"31 Ocean Way, #01 - 18"
Quayside Isle Preparatory School,ChIJyZWB1rUe2jERq57akSOwjoI,clinic,1.2471352,103.8423525,"31 Ocean Way, #01-17"
Hera Hair Beauty,ChIJAeep0bUe2jERduAD5iY4C8c,clinic,1.2473973,103.842374,"31 Ocean Way, #01 - 20"
The Straits Wine Company,ChIJJ7qnSrQe2jERQ6SAJLa-zdQ,clinic,1.2478774,103.8418889,"31 Ocean Way, #01 - 24 / 25"
Jasons Deli Quayside Isle,ChIJt1bgNLQe2jERu4dhD9xP3V8,clinic,1.247979,103.8417573,"31 Ocean Way, #01-26/27 Quayside Isle"
Simpson Marine Singapore,ChIJFcOaxLYe2jERB6z2WCMua04,clinic,1.2481589,103.8413258,"31 Ocean Way, #01 - 01"
Sandy Island,ChIJP28DrrAe2jERxVrUYKIKtlg,clinic,1.241352,103.837474,18 Sandy Island
Cape Royale,ChIJy5Oh_Lke2jERKeTfBdz7V28,clinic,1.2416267,103.8401587,25 Cove Way
The Grapes Pte Ltd,ChIJQXGl4rMf2jERASz0-YHD-s0,clinic,1.2412275,103.8388238,"20 Cove Way, Sentosa"
HP Detailing (Sentosa Buggy/Car Wash),ChIJueWpgQAf2jERECZLKS78GZg,clinic,1.2417198,103.8398767,13 Cove Way
Supplylabs,ChIJcTDyLboe2jERSbl8ffud7GE,clinic,1.2415197,103.8390474,Cove Way
Seascape Condominium,ChIJw72sPH8f2jERHnjAMo8Z13M,clinic,1.241805,103.8391199,57/59 Cove Way
Sandy Bridge,ChIJWaRU3Fcf2jERUrzmgwstpR4,clinic,1.2424318,103.8383727,Sandy Island
yock fei kf property,ChIJHaUYa7oe2jERXXIkU_0LDws,clinic,1.2422924,103.8380723,Sandy Island
Singapore New Property Hub,ChIJZ5GQUrce2jERMOeGoEqMwI8,clinic,1.242889,103.8391369,13-17 Cove Drive
Baby Feeding and Beyond,ChIJYc005ocf2jERTd_4_emmnFw,clinic,1.2423899,103.8419117,295 Ocean Drive
Marina Collection,ChIJZ5GQUrce2jERofPE-b_sQ0M,clinic,1.2440107,103.8393661,"17 Cove Drive, #13 - 17 Marina Collection"
Pearl Bridge,ChIJ0_xfsyUf2jERMc4WYrums3s,clinic,1.2419166,103.836279,Pearl Island
Sentosa Swim Coach | Private & Group Swimming Lessons At Sentosa Cove,ChIJwxqI-J4f2jER1D7ein8DFR0,clinic,1.2442722,103.8398528,"17 Cove Drive, Marina Collection"
Vimana Prefabrication,ChIJfV6jJbce2jERe1nglTBAn5I,clinic,1.2442722,103.8398528,"17 Cove Drive, Marina Collection"
The Oceanfront,ChIJZ3EWHp0f2jERW6ykFg58VaY,clinic,1.2437298,103.8421237,287 Ocean Drive
Turquoise,ChIJwch5j7Ae2jEROOno-BOYFio,clinic,1.2429543,103.8367306,"55 Cove Drive, Turquoise"
popandbassdesign,ChIJwch5j7Ae2jEREsoinY6FFRc,clinic,1.242975,103.8366474,55 Cove Drive
Green Collection,ChIJCVH3iLAe2jERX6UQS6oIA0I,clinic,1.243056,103.8363173,40 Cove Drive
"deimogofokd@,goil.com",ChIJda22jCcf2jERPcM5bpyGIf8,clinic,1.2431113,103.8363529,Singapur
Big Red Industries Pte Ltd,ChIJkyUIfhU92jERJdCrgzHrUyc,clinic,1.2440394,103.8427329,"285 Ocean Drive, #01-16"
North Lock Gate,ChIJe7JrCsYf2jER6EDHse3zSnw,clinic,1.2449756,103.8422068,21 Ocean Way
Regal Boats Singapore,ChIJLXbNYqMf2jEResdDJDNvWQc,clinic,1.2455573,103.8398887,"11 Cove Drive, #01-18, #15 One Degree, Marina Club"
Sutl Marina Development Pte. Ltd.,ChIJD2-ytbYe2jER2U057JvsShI,clinic,1.2455587,103.8397701,"11 Cove Drive, Singapore"
Kingsford Construction Pte. Ltd.,ChIJVVXlI7se2jERIgwaZGzAQBk,clinic,1.2397043,103.8343515,97 Cove Drive
Cold Storage Sentosa Cove,ChIJsaiDp7Ye2jERGI5rv03RDCg,supermarket,1.2469797,103.8396956,"1 Cove Avenue, #02-07/10 Sentosa Arrival Plaza"
BASCO Boating,ChIJD2-ytbYe2jER_CQTYYnHI9w,school,1.2469693,103.8398874,"1 Cove Drive, Singapore"
Serapong Hut,ChIJR2o5PQAf2jERdUl5eWV584U,park,1.2481241,103.8367702,"62 Woolwich Road, Singapore"
Coppermountaintechnologies,ChIJh7S9LAAf2jERwq41E9JYDbU,clinic,1.2439903,103.8533317,Marina Bay - St.John Island
Inparco Singapore Pte Ltd,ChIJSbsmOO4F2jERCPVtwxmuOok,clinic,1.2612744,103.6241597,"15A Tuas South Place, Edge"
SIPO1,ChIJgTOZbJgH2jERPZXJZT05_k4,clinic,1.2627052,103.6221171,Unnamed Road
CHG Marine Services Yard @Tuas,ChIJlwItcwAH2jERchFSH6C94RE,clinic,1.2611546,103.6234505,Next to Inparco
NEA Tuas South Recycling Park Office,ChIJTdd-UwAH2jERsA8KYdvPme8,clinic,1.2626504,103.6231364,21A Tuas South Place
SPEB Shipyard,ChIJO7UR6KAH2jER32_xeNu_Ivo,clinic,1.261234,103.6241764,"15A Tuas South Place, Edge"
Banyan Marine (S) Pte Ltd,ChIJIX4H-hAH2jERr6ocj4AM0YE,clinic,1.2613741,103.6243897,"13A Tuas South Place, Edge"
Tuas TSPD Site Office,ChIJGTIWMwAH2jERKaWdQlqF2Sc,clinic,1.2647028,103.6198305,Tuas South Avenue 16
Toa Corp Site Office,ChIJ4yR2OQAH2jERlfqX30cf3AE,clinic,1.2648525,103.6198376,
Caisson Casting Yard,ChIJSV7wFLYG2jERA6DEZhSGcfw,clinic,1.2585564,103.6144211,Tuas South Boulevard
Green Recycling pte ltd,ChIJBa0rXQAH2jERG_yZHT6JQQU,clinic,1.2613725,103.6258877,Tuas South Avenue 16
Pacific Logistics Group (PLG) Tuas HQ Building,ChIJfw729NMH2jERjtPMfkVi8vg,clinic,1.2657326,103.6225357,"31 Tuas South link, #4, Singapore"
Aramex,ChIJBbUi0JUH2jERhCMTqEfAuDI,clinic,1.265717,103.622599,"31 Tuas South Link 1, #4 , Level 5"
Ashui Vending Machine,ChIJT2HerFYH2jERzpjRJWhN8fY,clinic,1.266239,103.6224534,"31 Tuas South Boulevard, Link 4, inside PLG Building"
Sembcorp Marine Tuas Boulevard Yard Medical Centre,ChIJ0VDWbbgG2jERJ1aaLJAtiHY,clinic,1.2632908,103.6141814,
31 tuas south link 4,ChIJ4WJtdI8H2jERM-8UunRgLQo,clinic,1.2663988,103.6226744,
Air Liquide Singapore - IPAG HUB,ChIJFVakuGkH2jER--xFLKBGLgA,clinic,1.2663852,103.623471,"1 Tuas South Place, Singapore"
PSA Supply Chain Hub (Site Office),ChIJWwUCWQAH2jER_tTntVDFFOU,clinic,1.2681349,103.6190355,
Soilbuild PSCH Site Office,ChIJKdCJVgAH2jERTZw3zeLRc8E,clinic,1.2681122,103.6187651,Tuas South Way
PSA Supply Chain Hub (Gate 2),ChIJhy7xDAAH2jERXGBaOt8Hpl0,clinic,1.2683371,103.620251,
Shamim,ChIJC7GaPgAF2jERYXU-YkZbVbY,clinic,1.2616725,103.6399133,Tuas South Walk
Tuas TOL,ChIJx1EDjlIF2jER1tBq5EzdaME,clinic,1.2648473,103.6402636,Chang hua tuas south TOL
CH TOL,ChIJ8dHEWwAF2jERVDrPoQLfMJo,clinic,1.2651538,103.6397581,"Singapore, Chang hua tuas south TOL"
Well Tec,ChIJIzy-fQAF2jERo1IaFCq7YKY,clinic,1.2674999,103.6387981,
OBAYASHI TENGAHC3C7 PRECAST YARD 1,ChIJBWqpIwAF2jERqEwVA1oZ3H0,clinic,1.267727,103.638381,"6 Tuas South Street 15, Singapore"
LAMP POST 104,ChIJ48ryEwAH2jERLM8d6D18Z-A,clinic,1.2679437,103.6367428,"104 Tuas South Way, Lamp post"
ジュロン グランドフレア,ChIJacqfOccF2jERjRSnZNoyyHg,clinic,1.2619377,103.6627463,
ExxonMobil SCP Tembusu Terminal Entrance,ChIJmZpeP8sF2jERIKKMuSYMNoA,clinic,1.2547857,103.6608055,101 Banyan Avenue
岛尾巴载人,ChIJvdzlHAAF2jERhXuLa9bJi6U,clinic,1.2565813,103.6653748,"101 Banyan Avenue, Singapore"
Evonik Methionine SEA Pte Ltd,ChIJZUUopM8F2jERJf8JthyiqaI,clinic,1.25584,103.66558,101 Banyan Avenue
iJooz - Pure Fruit Juice On the Go,ChIJSUoSecYF2jERHQJ62QSwLDE,clinic,1.2639796,103.6675124,"23 Tembusu Road, SAR 2 ExxonMobil, Singapore"
SAR2 Exxonmobil Asia Pacific Pte Ltd,ChIJzwXpJwAF2jERGj7-igPCrZo,clinic,1.263325,103.6681797,"23 Tembusu Road, Singapore"
Thomson Kitchen Indonesia,ChIJ_f_PMnsE2jERBGXbCyl4Uio,cafe,1.2619028,103.6747554,24 Banyan Drive
Katoen Natie Singapore (Jurong) Pte Ltd,ChIJSXFvkGQE2jERIVxzaBBVJ0g,clinic,1.2613494,103.6774902,"1 Banyan Place, Singapore"
U&P Jurong Island,ChIJn_IoRnwE2jERCaysWymRheQ,clinic,1.2598062,103.6777276,2 Banyan Place
Pesko Engineering Pte Ltd,ChIJs234OnsE2jERi2_Mje3Zg0A,clinic,1.2612588,103.6747824,42 Banyan Drive
Vopak Terminals Singapore Pte Ltd,ChIJBwljxGME2jERLL5wVt3UNC0,clinic,1.265848,103.678661,"51 Banyan Avenue, Singapore"
Banyan Fire Station,ChIJo-Xp9ngE2jERcDeMoXcwjbg,clinic,1.2541333,103.6741698,15 Banyan Road
Sin Hoe Seng Oil Pte Ltd,ChIJn_IoRnwE2jERiZ-Xj3VRdI0,clinic,1.258578,103.678953,2 Banyan Place
