author_name,rating,text,relative_time_description,reviewer_total_reviews,reviewer_profile_url
S L,3,Located at Blk 117 near the end of the Bt Merah View Hawker Centre. It’s a well-hidden ATM unknown to even some residents in the area ;-),a year ago,,https://www.google.com/maps/contrib/111316266362121177513/reviews
