name,relativePublishTimeDescription,rating,text,originalText,authorAttribution,publishTime,flagContentUri,googleMapsUri
places/ChIJTd8cT7sR2jERuNDhJ7Sg6JI/reviews/ChZDSUhNMG9nS0VJQ0FnTUNZa083eFVnEAE,2 weeks ago,5,"{'text': ""Pleasant experience overall 👍🏻 we came after the lunch hour period so it was quite empty and peaceful. The food was really delicious 😋 First timer here and I didn't expect the plate and portion to be so huge! Truly value for the money. Will return again and hopefully I'll get to try the Attack on Titan special menu next time (if it ever returns again) cause we missed it the last round! Thank you."", 'languageCode': 'en'}","{'text': ""Pleasant experience overall 👍🏻 we came after the lunch hour period so it was quite empty and peaceful. The food was really delicious 😋 First timer here and I didn't expect the plate and portion to be so huge! Truly value for the money. Will return again and hopefully I'll get to try the Attack on Titan special menu next time (if it ever returns again) cause we missed it the last round! Thank you."", 'languageCode': 'en'}","{'displayName': 'Siti S Adam', 'uri': 'https://www.google.com/maps/contrib/117367626544553837996/reviews', 'photoUri': 'https://lh3.googleusercontent.com/a-/ALV-UjUlPm2Co0scAEESA6JVFRok2TcEe8X-AWxZidiw7CyHBwnLJyRK=s128-c0x00000000-cc-rp-mo-ba3'}",2025-04-30T08:35:27.833971Z,https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnTUNZa083eFVnEAE&d=17924085&t=1,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnTUNZa083eFVnEAE!2m1!1s0x31da11bb4f1cdf4d:0x92e8a0b427e1d0b8
places/ChIJTd8cT7sR2jERuNDhJ7Sg6JI/reviews/ChdDSUhNMG9nS0VJQ0FnTUNZMlllMGhRRRAB,2 weeks ago,4,"{'text': ""First time ever trying out this restaurant. Delicious food. My waiting time for food to arrive was around 25mins. Drinks was less than 5mins. The restaurant at that moment wasn't crowded yet but i guess due to orders from delivery (as i saw alot of packing).\nOverall its reasonable. Worth the wait for the good food. Will definitely having here again."", 'languageCode': 'en'}","{'text': ""First time ever trying out this restaurant. Delicious food. My waiting time for food to arrive was around 25mins. Drinks was less than 5mins. The restaurant at that moment wasn't crowded yet but i guess due to orders from delivery (as i saw alot of packing).\nOverall its reasonable. Worth the wait for the good food. Will definitely having here again."", 'languageCode': 'en'}","{'displayName': 'Jardin Jumat', 'uri': 'https://www.google.com/maps/contrib/112123481625988110362/reviews', 'photoUri': 'https://lh3.googleusercontent.com/a-/ALV-UjXPssKdyae9_y8J_pwZTlTfBDgvKrIWnoyVm-uu8Q7vJPc8vXU=s128-c0x00000000-cc-rp-mo-ba4'}",2025-05-05T13:31:26.927811Z,https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnTUNZMlllMGhRRRAB&d=17924085&t=1,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnTUNZMlllMGhRRRAB!2m1!1s0x31da11bb4f1cdf4d:0x92e8a0b427e1d0b8
places/ChIJTd8cT7sR2jERuNDhJ7Sg6JI/reviews/ChdDSUhNMG9nS0VJQ0FnTUNZa083d3ZBRRAB,2 weeks ago,5,"{'text': 'Came here in hopes to try the AOT theme, but found out that it was no longer available. The foods were really great! Staff especially Salihan were very attentive! Will return again!', 'languageCode': 'en'}","{'text': 'Came here in hopes to try the AOT theme, but found out that it was no longer available. The foods were really great! Staff especially Salihan were very attentive! Will return again!', 'languageCode': 'en'}","{'displayName': 'Din Samadi', 'uri': 'https://www.google.com/maps/contrib/114732128557087887670/reviews', 'photoUri': 'https://lh3.googleusercontent.com/a-/ALV-UjVzmUA4ice_U0KwKxYQ0mUATNfs87UnvkAuvQU40K-fgy8deF4=s128-c0x00000000-cc-rp-mo'}",2025-04-30T08:35:01.512698Z,https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnTUNZa083d3ZBRRAB&d=17924085&t=1,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnTUNZa083d3ZBRRAB!2m1!1s0x31da11bb4f1cdf4d:0x92e8a0b427e1d0b8
places/ChIJTd8cT7sR2jERuNDhJ7Sg6JI/reviews/ChdDSUhNMG9nS0VJQ0FnTUNRbzRTYjN3RRAB,2 months ago,4,"{'text': ""I went there for my lunch and ordered the lunch special set for $15.50 ++, consisting of Chicken Katsu Curry, iced tea, soup of the day, and a scoop of Haagen Dazs ice cream. Large serving plate and one of the best tasting Japanese curries I've had. I chose the spiciest level but not really that spicy. Maybe I'm just used to eating spicy foods. Staff are attentive, and the place is cozy. Overall, it's a good dining experience, and I will definitely come back and try other dishes."", 'languageCode': 'en'}","{'text': ""I went there for my lunch and ordered the lunch special set for $15.50 ++, consisting of Chicken Katsu Curry, iced tea, soup of the day, and a scoop of Haagen Dazs ice cream. Large serving plate and one of the best tasting Japanese curries I've had. I chose the spiciest level but not really that spicy. Maybe I'm just used to eating spicy foods. Staff are attentive, and the place is cozy. Overall, it's a good dining experience, and I will definitely come back and try other dishes."", 'languageCode': 'en'}","{'displayName': 'Miguel Esesjay', 'uri': 'https://www.google.com/maps/contrib/105215085834173868326/reviews', 'photoUri': 'https://lh3.googleusercontent.com/a-/ALV-UjWhREAj3nTqawMnUzbMROv0QbU4tecWN9hbS7aLJGTxLDThdv_f=s128-c0x00000000-cc-rp-mo-ba5'}",2025-03-06T20:18:02.569815Z,https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnTUNRbzRTYjN3RRAB&d=17924085&t=1,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnTUNRbzRTYjN3RRAB!2m1!1s0x31da11bb4f1cdf4d:0x92e8a0b427e1d0b8
places/ChIJTd8cT7sR2jERuNDhJ7Sg6JI/reviews/ChZDSUhNMG9nS0VJQ0FnTURBa0xQVmFREAE,3 months ago,5,"{'text': 'The portion is very filling.\nSpicy level 4 was not very spicy.\nOverall food was served quite fast and nice.', 'languageCode': 'en'}","{'text': 'The portion is very filling.\nSpicy level 4 was not very spicy.\nOverall food was served quite fast and nice.', 'languageCode': 'en'}","{'displayName': 'Irny N', 'uri': 'https://www.google.com/maps/contrib/117333524818298539727/reviews', 'photoUri': 'https://lh3.googleusercontent.com/a-/ALV-UjX33E461mjDrc_sAqcKdyrRn3yy1HxrzkGYX-FAv11Vwu_xirp5=s128-c0x00000000-cc-rp-mo-ba6'}",2025-02-06T07:42:58.249650Z,https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnTURBa0xQVmFREAE&d=17924085&t=1,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnTURBa0xQVmFREAE!2m1!1s0x31da11bb4f1cdf4d:0x92e8a0b427e1d0b8
