name,relativePublishTimeDescription,rating,text,originalText,authorAttribution,publishTime,flagContentUri,googleMapsUri
places/ChIJK9g9SoYU2jER7jRPcWxmBOc/reviews/ChdDSUhNMG9nS0VJQ0FnTUNJeWFMRmlRRRAB,a month ago,4,"{'text': 'The Holy Tree Sri Balasubramaniar Temple is dedicated to Lord Murugan. Very clean temple .Canbera MRT Stn is just nearby to the temple', 'languageCode': 'en'}","{'text': 'The Holy Tree Sri Balasubramaniar Temple is dedicated to Lord Murugan. Very clean temple .Canbera MRT Stn is just nearby to the temple', 'languageCode': 'en'}","{'displayName': 'ADARSH ARAVIND', 'uri': 'https://www.google.com/maps/contrib/103498986270518462441/reviews', 'photoUri': 'https://lh3.googleusercontent.com/a-/ALV-UjWk3xaPbAZ-B2iQa7Yc22GQ8CbmskD2mvfRNIK0xU67IAAYqdiw=s128-c0x00000000-cc-rp-mo-ba4'}",2025-04-03T03:01:27.107829Z,https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnTUNJeWFMRmlRRRAB&d=17924085&t=1,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnTUNJeWFMRmlRRRAB!2m1!1s0x31da14864a3dd82b:0xe704666c714f34ee
places/ChIJK9g9SoYU2jER7jRPcWxmBOc/reviews/ChdDSUhNMG9nS0VJQ0FnTURJOEt6amdnRRAB,a month ago,5,"{'text': 'Divine place for worship . It’s easily accessible by bus and train . There is ample place to sit and meditate . It’s quite spacious and the wall paintings are mind blowing . There is a big painting of Lord Murugan looking at you .', 'languageCode': 'en'}","{'text': 'Divine place for worship . It’s easily accessible by bus and train . There is ample place to sit and meditate . It’s quite spacious and the wall paintings are mind blowing . There is a big painting of Lord Murugan looking at you .', 'languageCode': 'en'}","{'displayName': 'padmaja sukumaran', 'uri': 'https://www.google.com/maps/contrib/108185592463194826477/reviews', 'photoUri': 'https://lh3.googleusercontent.com/a/ACg8ocLVvK60DIuzwxmYBMznhrKYJikAypQVv4AAWifR3la7ZmmemN-q=s128-c0x00000000-cc-rp-mo-ba3'}",2025-04-06T12:31:31.375052Z,https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnTURJOEt6amdnRRAB&d=17924085&t=1,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnTURJOEt6amdnRRAB!2m1!1s0x31da14864a3dd82b:0xe704666c714f34ee
places/ChIJK9g9SoYU2jER7jRPcWxmBOc/reviews/ChZDSUhNMG9nS0VJQ0FnTUNZbm9TcE53EAE,2 weeks ago,1,"{'text': ""The temple is spacious and peaceful for praying. But I have one complaint. I want to do some prayers so I call the contact number continuously for 3 days.  But nobody is picking up the phone. I became very frustrated. I called another temple to do the prayers. Parking also very difficult. It's not efficient. I hope the management will take action."", 'languageCode': 'en'}","{'text': ""The temple is spacious and peaceful for praying. But I have one complaint. I want to do some prayers so I call the contact number continuously for 3 days.  But nobody is picking up the phone. I became very frustrated. I called another temple to do the prayers. Parking also very difficult. It's not efficient. I hope the management will take action."", 'languageCode': 'en'}","{'displayName': 'Srileela Ramasamy', 'uri': 'https://www.google.com/maps/contrib/103159762461591299521/reviews', 'photoUri': 'https://lh3.googleusercontent.com/a/ACg8ocKLi8wREaQFUggA2fJpaNcNQnLBUmKe5Jp5_RwG4oD3BjmwiQ=s128-c0x00000000-cc-rp-mo'}",2025-05-04T13:12:01.755012Z,https://www.google.com/local/review/rap/report?postId=ChZDSUhNMG9nS0VJQ0FnTUNZbm9TcE53EAE&d=17924085&t=1,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnTUNZbm9TcE53EAE!2m1!1s0x31da14864a3dd82b:0xe704666c714f34ee
places/ChIJK9g9SoYU2jER7jRPcWxmBOc/reviews/ChdDSUhNMG9nS0VJQ0FnTUN3NzhuVXlRRRAB,a month ago,3,"{'text': 'Nothing to be good to talk abt.\nTemple management must look into how to prioritise your bookings n be responsible when it comes to events.\n\nWhen u collect payment\nYou should take responsibility to make sure we get wat we pay for\n3rd floor changing room\nWe went up to get ready\nN kids who attend classes are openi our room doors n tel us that d room is theirs\nRaja Rani room\n\nWe book deco\nPlle can be so irresponsible to say over see n did not display our kurhu vilakku n kudam for the parusam preparations\n\nReally very shame to have booked this place n let the groom side put us down\n\nI feel bad becoz initially I was d reason they booked that temple\nOr else they would have jus gone to siva krishnan temple or where ever they liked', 'languageCode': 'en'}","{'text': 'Nothing to be good to talk abt.\nTemple management must look into how to prioritise your bookings n be responsible when it comes to events.\n\nWhen u collect payment\nYou should take responsibility to make sure we get wat we pay for\n3rd floor changing room\nWe went up to get ready\nN kids who attend classes are openi our room doors n tel us that d room is theirs\nRaja Rani room\n\nWe book deco\nPlle can be so irresponsible to say over see n did not display our kurhu vilakku n kudam for the parusam preparations\n\nReally very shame to have booked this place n let the groom side put us down\n\nI feel bad becoz initially I was d reason they booked that temple\nOr else they would have jus gone to siva krishnan temple or where ever they liked', 'languageCode': 'en'}","{'displayName': 'Nitha Nathan', 'uri': 'https://www.google.com/maps/contrib/109411073374349766372/reviews', 'photoUri': 'https://lh3.googleusercontent.com/a-/ALV-UjWYeVZIN9ja58FR6nDiqfjaU7Nn-Fi0eHcnYq7XtpoLUQ_qwr4H_Q=s128-c0x00000000-cc-rp-mo-ba4'}",2025-03-22T06:09:51.586166Z,https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnTUN3NzhuVXlRRRAB&d=17924085&t=1,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnTUN3NzhuVXlRRRAB!2m1!1s0x31da14864a3dd82b:0xe704666c714f34ee
places/ChIJK9g9SoYU2jER7jRPcWxmBOc/reviews/ChdDSUhNMG9nS0VJQ0FnTURvNUozdm9BRRAB,4 weeks ago,5,"{'text': 'A simple temple that came to live on Panguni Uthiram!', 'languageCode': 'en'}","{'text': 'A simple temple that came to live on Panguni Uthiram!', 'languageCode': 'en'}","{'displayName': 'Puvin Puvin', 'uri': 'https://www.google.com/maps/contrib/116264163539299224398/reviews', 'photoUri': 'https://lh3.googleusercontent.com/a/ACg8ocJMJaGldiX_pbbBkM6KJriQXPrc69xVcdjrcwwqmbkFZ0KpGdo=s128-c0x00000000-cc-rp-mo-ba4'}",2025-04-22T03:55:30.108874Z,https://www.google.com/local/review/rap/report?postId=ChdDSUhNMG9nS0VJQ0FnTURvNUozdm9BRRAB&d=17924085&t=1,https://www.google.com/maps/reviews/data=!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnTURvNUozdm9BRRAB!2m1!1s0x31da14864a3dd82b:0xe704666c714f34ee
