user_id	checkin_count
318643	14
471079	14
171628	14
879109	14
75156	13
477898	13
949385	13
682555	13
894193	13
755432	13
941664	13
15930	13
298424	13
277679	13
973851	13
509408	13
732735	13
202255	13
593004	13
641317	13
975385	13
342704	13
447037	13
33760	13
115953	13
948023	13
751328	13
375995	13
998857	13
482083	13
318726	13
891398	13
481424	13
585876	13
399558	13
461573	13
151824	13
754619	13
191265	13
428806	13
260816	13
742978	13
563708	13
535813	13
997821	12
621425	12
100116	12
929576	12
816107	12
689126	12
131217	12
98334	12
75548	12
556872	12
44581	12
74239	12
802433	12
370830	12
980283	12
55543	12
357942	12
350141	12
72756	12
62975	12
739062	12
639586	12
552380	12
884497	12
904022	12
578465	12
309131	12
751059	12
267009	12
977645	12
127088	12
631539	12
72480	12
836378	12
919295	12
535326	12
436819	12
31292	12
993036	12
9728	12
112376	12
6192	12
920830	12
593052	12
58840	12
674587	12
92611	12
271442	11
904072	11
988474	11
814476	11
505048	11
520526	11
875731	11
602940	11
255759	11
59818	11
737893	11
501766	11
38784	11
445711	11
664716	11
429644	11
160452	11
222759	11
921472	11
883219	11
653545	11
930998	11
280781	11
716074	11
272441	11
510968	11
953067	11
320921	11
287921	11
480017	11
234820	11
120077	11
790167	11
385669	11
809309	11
915465	11
941161	11
602007	11
866227	11
292945	11
419899	11
911654	11
315793	10
441319	10
156539	10
337537	10
511019	10
898893	10
558645	10
265989	10
890135	10
332751	10
94070	10
978583	10
990672	10
540530	10
252096	10
718494	10
438845	10
943815	10
981595	10
370034	10
972127	10
766890	10
839590	10
397763	10
804542	10
951738	10
491981	10
744992	10
85601	10
857518	10
107591	10
560370	10
739305	10
361988	10
554700	10
999004	10
79485	10
907120	10
375929	10
356271	10
26718	10
866639	10
274688	10
714971	10
994726	10
952938	10
382660	10
109304	10
615506	10
189873	10
359929	10
610891	10
208502	10
165828	10
586253	10
853758	10
114769	10
804074	10
990514	10
287464	10
638443	10
95012	10
199670	10
542090	10
971894	10
821350	10
461247	10
902167	10
193458	10
240961	9
530801	9
816132	9
736262	9
154801	9
725387	9
505315	9
477954	9
375098	9
353319	9
397014	9
465641	9
401855	9
495649	9
363579	9
725779	9
452127	9
138754	9
974475	9
563908	9
793848	9
534915	9
5653	9
810669	9
179171	9
877419	9
49091	9
199162	9
449336	9
53242	9
929902	9
537729	9
333900	9
573592	9
850711	9
469722	9
744744	9
345847	9
181640	9
24044	9
742356	9
994047	9
404045	9
241509	9
54769	9
92276	9
131347	9
843630	9
777947	9
663865	9
157803	9
117938	9
329332	9
858091	9
31510	9
255285	9
334921	9
255670	9
968687	9
270204	9
311770	9
242301	9
936324	9
790944	9
562570	9
892473	9
446298	9
937827	9
965708	9
688103	9
920545	9
662379	9
184649	9
988042	9
452975	9
545330	9
907058	9
560206	9
734225	9
754139	8
275140	8
548678	8
428263	8
987248	8
731467	8
578125	8
953463	8
760373	8
563813	8
73786	8
50499	8
957157	8
23616	8
770110	8
530265	8
893161	8
961123	8
748074	8
263050	8
413531	8
274929	8
196404	8
270701	8
863397	8
337381	8
967826	8
597193	8
565297	8
182384	8
503886	8
832049	8
469150	8
749656	8
580355	8
994746	8
290844	8
14255	8
359248	8
623707	8
553491	8
267599	8
623140	8
629095	8
838813	8
546400	8
596733	8
162940	8
514181	8
699321	8
550097	8
346619	8
745617	8
839848	8
692039	8
288443	8
376349	8
356942	8
177677	8
906295	8
653216	8
542372	8
672278	8
845982	8
325262	8
68734	8
357431	8
700308	8
176518	8
688732	8
743258	8
567173	8
442390	8
259028	8
51080	8
147935	8
188143	8
957175	8
809505	8
630629	8
919066	8
47387	8
433726	8
711852	8
970648	8
99419	8
367652	8
286556	8
524232	8
919246	8
45326	8
968169	8
226883	8
538031	8
765613	8
217738	8
601185	8
790773	8
38194	8
671455	8
527289	8
259459	8
929821	8
293480	8
956825	8
880296	8
655575	8
734811	7
416623	7
969562	7
983981	7
425540	7
365473	7
842046	7
644087	7
398862	7
545622	7
510741	7
111021	7
57454	7
462951	7
707364	7
296443	7
631993	7
320535	7
399968	7
967840	7
617850	7
579214	7
813074	7
318993	7
627999	7
840938	7
625114	7
600353	7
908682	7
995631	7
839333	7
280465	7
571493	7
788940	7
759994	7
819421	7
6116	7
765992	7
403391	7
974262	7
616152	7
952585	7
73194	7
366408	7
467537	7
188558	7
121219	7
510989	7
579769	7
265394	7
110384	7
929769	7
274374	7
487722	7
590040	7
780087	7
121542	7
208396	7
104381	7
945866	7
623843	7
945897	7
775772	7
128109	7
932647	7
793988	7
515644	7
261565	7
550406	7
487273	7
912096	7
638094	7
488513	7
728620	7
423375	7
553212	7
516758	7
131964	7
416072	7
561333	7
395846	7
609717	7
524813	7
92627	7
4615	7
695291	7
537785	7
672737	7
153538	7
782262	7
586776	7
556906	7
995208	7
833112	7
368042	7
113404	7
274220	7
589229	7
585125	7
563209	7
284749	7
748911	7
884138	7
333587	7
817833	7
996357	7
907848	7
303850	7
365635	7
840150	7
36566	7
715353	7
343355	7
834240	7
27784	7
128906	7
380945	7
616435	7
831351	7
700693	7
199037	7
459090	7
254136	7
601447	7
428257	7
790658	7
154873	7
505511	7
501536	7
116512	7
285946	7
363172	7
88730	7
863542	7
843040	7
167372	7
641297	7
780205	7
278374	7
39289	7
459797	7
570554	7
294614	7
131390	7
245641	7
868910	7
56606	7
34503	7
934597	7
128709	7
720417	7
465739	7
88495	7
748011	7
349494	7
125085	7
657885	7
302824	7
416806	7
905661	7
831521	7
55746	7
424253	7
333250	7
54235	7
717957	7
676643	7
805723	6
643861	6
497748	6
86145	6
180074	6
871252	6
62640	6
456980	6
555973	6
189317	6
319038	6
608321	6
200233	6
442316	6
360637	6
254241	6
631735	6
91672	6
372726	6
311966	6
182273	6
634535	6
404244	6
485185	6
304278	6
762104	6
634525	6
672061	6
722497	6
8362	6
441491	6
353176	6
216536	6
766422	6
545066	6
184666	6
398002	6
111490	6
259940	6
314189	6
207020	6
201502	6
552060	6
101617	6
857525	6
990249	6
853404	6
49368	6
154795	6
206473	6
929163	6
851387	6
860375	6
623887	6
64526	6
87907	6
394230	6
23965	6
694815	6
179315	6
702643	6
650498	6
309726	6
921691	6
783211	6
75245	6
929333	6
207813	6
668772	6
732752	6
670861	6
854870	6
233005	6
763473	6
371058	6
204305	6
41040	6
959557	6
958519	6
129400	6
646374	6
144604	6
884813	6
896667	6
232893	6
168164	6
197957	6
36916	6
628787	6
357691	6
33349	6
1056	6
647118	6
936952	6
464684	6
587290	6
870898	6
725109	6
928102	6
969122	6
555896	6
955800	6
848510	6
524795	6
300026	6
840738	6
46406	6
558793	6
684667	6
185982	6
730627	6
493783	6
644359	6
878612	6
616167	6
592229	6
118315	6
569563	6
442593	6
181550	6
254389	6
124756	6
35552	6
520424	6
816530	6
982041	6
358947	6
611652	6
793678	6
823512	6
337052	6
266783	6
200945	6
19344	6
920741	6
560681	6
201235	6
738136	6
934321	6
215494	6
292884	6
746870	6
280499	6
180256	6
489642	6
474265	6
969834	6
547980	6
889117	6
549580	6
461524	6
681334	6
39663	6
151497	6
630445	6
559732	6
120370	6
702180	6
380459	6
654850	6
531349	6
24394	6
377473	6
333071	6
216664	6
928437	6
608481	6
131397	6
450166	6
588968	6
153319	6
182860	6
75421	6
176721	6
159208	6
715911	6
297922	6
101880	6
4004	6
208921	6
866367	6
925814	6
868774	6
147462	6
369743	6
907489	6
793505	6
702716	6
3822	6
382179	6
270998	6
235974	6
94476	6
963599	6
719879	6
383940	6
436171	6
573123	6
562595	6
612088	6
235881	6
769546	6
368326	6
102013	6
855420	6
278846	6
542334	6
515976	6
257222	6
175523	6
355441	6
496520	6
53005	6
936204	6
684492	6
440898	6
308246	6
937209	6
987344	6
112328	6
961303	6
10497	6
793161	6
144787	6
247982	6
382459	6
196810	6
613028	6
199433	6
264904	6
996337	6
466103	6
101695	6
713429	6
424905	6
555176	6
214267	6
79235	6
280000	6
186361	6
556587	6
416780	5
155027	5
683914	5
691228	5
455141	5
464939	5
186617	5
240970	5
927852	5
169086	5
259651	5
457172	5
868461	5
129459	5
524910	5
342335	5
433224	5
660020	5
317127	5
748396	5
329221	5
370632	5
202125	5
803033	5
921142	5
156970	5
968087	5
559029	5
414369	5
180589	5
738057	5
709130	5
226435	5
865182	5
177488	5
308906	5
209937	5
359338	5
904024	5
966045	5
719914	5
239386	5
588795	5
352633	5
737264	5
954476	5
656882	5
658434	5
97340	5
702481	5
431283	5
19216	5
103121	5
536712	5
778318	5
168285	5
978472	5
805224	5
756663	5
398753	5
691835	5
315946	5
643503	5
587116	5
513462	5
629827	5
737657	5
403650	5
328804	5
572023	5
511194	5
101296	5
685542	5
67486	5
880827	5
137895	5
225331	5
639928	5
800768	5
666763	5
276935	5
274675	5
926823	5
477690	5
966991	5
487165	5
407334	5
973833	5
601938	5
512679	5
499852	5
911054	5
86469	5
16912	5
603801	5
489235	5
846499	5
385746	5
232823	5
786549	5
644812	5
717533	5
582005	5
691889	5
840871	5
216201	5
448532	5
450681	5
66604	5
870613	5
76703	5
769125	5
280860	5
563291	5
464952	5
693949	5
324018	5
111503	5
38225	5
266565	5
559926	5
43740	5
787340	5
415549	5
550619	5
276945	5
681600	5
310350	5
870148	5
558653	5
512669	5
275040	5
74945	5
268644	5
186901	5
607606	5
709855	5
520030	5
197237	5
503667	5
979932	5
537915	5
183293	5
921628	5
952441	5
961162	5
300218	5
486719	5
304410	5
294657	5
587834	5
707967	5
556875	5
643081	5
144993	5
158302	5
853203	5
363419	5
884787	5
44810	5
811696	5
613329	5
432765	5
669347	5
110825	5
96416	5
734573	5
582229	5
178436	5
689397	5
969901	5
70408	5
649207	5
33115	5
184078	5
445827	5
213942	5
392321	5
446505	5
549091	5
857582	5
593675	5
61176	5
154712	5
801553	5
495498	5
176554	5
230456	5
556030	5
351107	5
665406	5
558575	5
316296	5
545880	5
242409	5
845414	5
844586	5
50467	5
515502	5
99012	5
354069	5
585237	5
769737	5
838291	5
270312	5
273785	5
132243	5
38007	5
689611	5
315559	5
927665	5
127019	5
909332	5
854570	5
845511	5
215790	5
45769	5
422536	5
131144	5
477568	5
353365	5
876367	5
907627	5
800256	5
870311	5
10118	5
341999	5
317350	5
421819	5
687638	5
499416	5
94365	5
66819	5
745888	5
104646	5
944934	5
444911	5
183365	5
351161	5
493153	5
119401	5
295157	5
253883	5
949834	5
756854	5
955272	5
808000	5
64406	5
376282	5
184304	5
955196	5
426155	5
518290	5
207250	5
898031	5
542958	5
639036	5
805047	5
905007	5
45545	5
433678	5
780298	5
464193	5
580115	5
570476	5
389544	5
865608	5
615603	5
455434	5
493311	5
217060	5
783252	5
781507	5
567950	5
975739	5
604540	5
359120	5
903930	5
913673	5
314240	5
244990	5
585090	5
889357	5
481920	5
156938	5
372441	5
385506	5
902720	5
52105	5
47609	5
700274	5
149909	5
31471	5
889922	5
85263	5
37049	5
297810	5
865372	5
130656	5
477991	5
909728	5
411386	5
80343	5
953272	5
587454	5
425974	5
769703	5
622134	5
148897	5
878684	5
12215	5
458597	5
792684	5
918494	5
14994	5
772261	5
970021	5
876112	5
799305	5
259836	5
174331	5
482645	5
397748	5
734980	5
615641	5
424384	5
620320	5
254264	5
576127	5
886190	5
606432	5
529494	5
54880	5
49181	5
60201	5
664161	5
84849	5
497957	5
742669	5
849727	5
541650	5
206598	5
592357	5
352995	5
785328	5
188900	5
876996	5
392580	5
375294	5
342954	5
617594	5
739859	5
829490	5
434322	5
464179	5
114569	5
422943	5
60478	5
815037	5
972342	5
243913	5
541742	5
710270	5
576395	5
964139	5
740661	5
155681	5
859205	5
130174	5
233016	5
682817	5
560873	5
690651	5
539940	5
819990	5
464962	5
541680	5
27661	5
161925	5
728561	5
754437	5
388807	5
946890	5
279735	5
553876	5
562280	5
337462	5
336503	5
910362	4
672526	4
695162	4
138539	4
108085	4
182540	4
1820	4
489543	4
957794	4
232137	4
810763	4
133843	4
719408	4
484072	4
228767	4
157544	4
426310	4
836489	4
123814	4
789641	4
693846	4
206245	4
818023	4
467732	4
918906	4
402288	4
222139	4
824833	4
308756	4
673543	4
659502	4
314068	4
844501	4
52292	4
537715	4
367044	4
899514	4
209184	4
444654	4
250086	4
925095	4
882016	4
64957	4
153053	4
953793	4
708151	4
422028	4
34041	4
527984	4
328299	4
540327	4
2263	4
151027	4
779636	4
160322	4
84169	4
170404	4
244785	4
339854	4
231033	4
458198	4
772320	4
878195	4
792792	4
46864	4
176792	4
989123	4
595792	4
162636	4
742909	4
125242	4
685234	4
240138	4
289595	4
269533	4
962477	4
816928	4
166464	4
49773	4
590979	4
831356	4
936083	4
587683	4
736687	4
935031	4
410684	4
805121	4
712602	4
562685	4
375162	4
920501	4
353411	4
911585	4
189998	4
115889	4
686758	4
148296	4
547464	4
279234	4
299957	4
87152	4
459391	4
368428	4
798006	4
420401	4
134255	4
432356	4
272166	4
458053	4
28389	4
422227	4
289139	4
157889	4
709185	4
468510	4
604797	4
713641	4
529504	4
954305	4
646147	4
868027	4
924909	4
242891	4
98307	4
624718	4
213877	4
368980	4
987172	4
62484	4
23375	4
787416	4
893546	4
575255	4
836186	4
349024	4
262550	4
575554	4
646478	4
857431	4
892868	4
952310	4
197763	4
152807	4
372385	4
550858	4
152838	4
75912	4
778245	4
697612	4
719809	4
442727	4
115718	4
783237	4
987389	4
64366	4
122117	4
775496	4
133683	4
797996	4
790814	4
998431	4
103115	4
222887	4
258433	4
857715	4
614707	4
132175	4
803819	4
21469	4
870017	4
321908	4
168978	4
413285	4
761802	4
123942	4
363622	4
749859	4
433848	4
601191	4
230617	4
1663	4
186574	4
626191	4
885462	4
216348	4
887770	4
636964	4
799093	4
480999	4
578809	4
277095	4
25652	4
173241	4
890600	4
507479	4
333531	4
620292	4
750414	4
248781	4
537561	4
918783	4
937541	4
886433	4
958162	4
69362	4
262859	4
42404	4
825418	4
385271	4
618128	4
304443	4
416349	4
373304	4
110843	4
241415	4
429969	4
185156	4
828335	4
880420	4
543848	4
745215	4
146863	4
413591	4
306998	4
391373	4
31732	4
352075	4
95307	4
812568	4
175850	4
34175	4
106387	4
617022	4
651907	4
971813	4
447270	4
706144	4
410388	4
351168	4
199087	4
303862	4
273221	4
881415	4
863350	4
973869	4
99411	4
284168	4
546453	4
881063	4
760855	4
854629	4
259767	4
643607	4
136790	4
153133	4
442594	4
113225	4
455462	4
747007	4
711331	4
324294	4
743600	4
241858	4
673192	4
780188	4
565326	4
474656	4
139860	4
115273	4
618758	4
286463	4
163106	4
295363	4
610892	4
699943	4
647716	4
182272	4
340983	4
659235	4
947670	4
165716	4
948844	4
132478	4
107652	4
8035	4
263712	4
287355	4
45205	4
629765	4
333856	4
360049	4
431969	4
449533	4
674226	4
380644	4
775582	4
366867	4
235620	4
631170	4
404284	4
114891	4
840317	4
725155	4
419496	4
584733	4
212554	4
829354	4
116309	4
915919	4
985014	4
502517	4
540053	4
999433	4
917989	4
994042	4
465043	4
203492	4
930817	4
278782	4
48617	4
379340	4
117381	4
954357	4
960569	4
663029	4
392220	4
593218	4
737604	4
701278	4
229886	4
335098	4
302545	4
122614	4
295764	4
533568	4
900165	4
550750	4
651731	4
112326	4
620340	4
670132	4
704056	4
245328	4
770538	4
24475	4
626356	4
550407	4
937590	4
724420	4
920818	4
477300	4
402973	4
929722	4
423299	4
698224	4
402380	4
986048	4
937368	4
69520	4
893557	4
347026	4
127004	4
135195	4
327682	4
789184	4
208693	4
975940	4
745145	4
798131	4
936907	4
213145	4
78315	4
179476	4
714706	4
420603	4
266654	4
64703	4
436937	4
973636	4
449047	4
842062	4
367715	4
150880	4
829214	4
204453	4
287156	4
453353	4
30915	4
543578	4
935394	4
243303	4
120326	4
561485	4
694366	4
571635	4
816787	4
637906	4
810363	4
92645	4
405408	4
380228	4
287702	4
949889	4
67287	4
626547	4
457093	4
18858	4
134699	4
50998	4
141268	4
26345	4
45243	4
906098	4
440675	4
249626	4
822742	4
718051	4
543438	4
105796	4
744501	4
417837	4
737622	4
691880	4
898095	4
276690	4
581729	4
616144	4
719040	4
271704	4
638281	4
761457	4
570411	4
667520	4
548213	4
891557	4
231888	4
695431	4
225523	4
66922	4
950388	4
518237	4
111483	4
132069	4
575345	4
875552	4
131631	4
663562	4
483941	4
226827	4
738228	4
982771	4
638588	4
290901	4
923570	4
292615	4
215601	4
163777	4
285134	4
224998	4
228024	4
357104	4
596156	4
682890	4
839487	4
501551	4
520443	4
649493	4
994209	4
47238	4
786266	4
546926	4
631858	4
897547	4
458589	4
525412	4
427032	4
193467	4
301349	4
522607	4
356650	4
136211	4
121437	4
70588	4
454242	4
676047	4
334802	4
612427	4
35307	4
408888	4
777151	4
622954	4
62922	4
473669	4
237897	4
119130	4
682090	4
969974	4
105873	4
781175	4
439790	4
869344	4
19312	4
448742	4
159884	4
909241	4
519237	4
324899	4
320894	4
632213	4
210262	4
144156	4
511955	4
951525	4
56867	4
61717	4
627040	4
763306	4
510460	4
422886	4
305875	4
29888	4
677958	4
450978	4
981476	4
831474	4
587168	4
15862	4
664846	4
144142	4
395505	4
941685	4
916975	4
798966	4
305077	4
734125	4
990187	4
407618	4
694904	4
38111	4
74550	4
478574	4
110545	4
549896	4
529450	4
86863	4
504035	4
33234	4
675977	4
574568	4
917479	4
910356	4
731932	4
495167	4
507039	4
267976	4
243372	4
549256	4
664929	4
379646	4
587981	4
909645	4
283292	4
590665	4
419556	4
777746	4
541459	4
854492	4
870073	4
590233	4
577322	4
539141	4
334073	4
109965	4
449002	4
310815	4
527841	4
379834	4
386313	4
902973	4
738464	4
414675	4
789385	4
775206	4
311827	4
245080	4
637907	4
30609	4
603737	4
926288	4
70905	4
599055	4
102073	4
511085	4
286397	4
440182	4
612364	4
972459	4
458936	4
430760	4
668242	4
937005	4
40780	4
770876	4
220874	4
615244	4
559974	4
248242	4
146413	4
948340	4
831066	4
997886	4
767830	4
856214	4
133033	4
516714	4
441589	4
147607	4
175449	4
778554	4
640593	4
224795	4
253445	4
238986	4
298867	4
216872	4
79817	4
642501	4
35578	4
245616	4
377690	4
406312	4
692477	4
135714	4
344507	4
293464	4
975305	4
424556	4
870378	4
479684	4
191832	4
134385	4
537859	4
78566	4
722739	4
792120	4
945605	4
729885	4
792785	4
329472	4
39358	4
200803	4
287762	4
48182	4
658765	4
822737	4
175260	4
656305	4
953805	4
51242	4
829702	4
142514	4
882471	4
805478	4
131095	4
341569	4
154218	4
468729	4
290610	4
232789	4
154248	4
442478	4
995966	4
479446	4
119784	4
264912	4
365271	4
513227	4
152412	4
11925	4
827079	4
590885	4
559957	4
344474	4
765004	4
180803	4
828261	4
521147	4
992435	4
720530	4
366690	4
487852	4
691772	4
224699	4
15200	4
958803	4
495402	4
710260	4
138916	4
165840	4
242049	4
498514	4
167982	4
367220	4
130178	4
951235	4
858521	4
422561	4
904728	4
290539	4
681128	3
680481	3
860497	3
29512	3
221533	3
959036	3
575921	3
549758	3
320944	3
106231	3
543739	3
288768	3
753125	3
746985	3
983825	3
188415	3
282529	3
164029	3
962741	3
428552	3
107768	3
926194	3
180834	3
832693	3
966614	3
747389	3
997480	3
26570	3
302058	3
536764	3
999185	3
506112	3
592143	3
332291	3
753357	3
39086	3
67081	3
916210	3
105363	3
466737	3
575144	3
68953	3
375409	3
215512	3
573473	3
517155	3
648691	3
98717	3
835224	3
590843	3
218823	3
868477	3
609491	3
563047	3
921419	3
411855	3
883601	3
690014	3
268885	3
624802	3
560408	3
562952	3
777495	3
189424	3
185046	3
97170	3
312576	3
994836	3
524279	3
591645	3
978139	3
441285	3
567502	3
3867	3
601117	3
762744	3
746623	3
789389	3
989038	3
93645	3
62117	3
288887	3
589992	3
343010	3
760747	3
727354	3
26569	3
262546	3
854094	3
581027	3
683793	3
810480	3
494488	3
55277	3
548409	3
804827	3
744928	3
483599	3
668353	3
488110	3
328558	3
100858	3
47880	3
840960	3
811941	3
995126	3
504586	3
965031	3
947453	3
491355	3
961851	3
743373	3
77555	3
816906	3
129269	3
563684	3
847905	3
823798	3
50395	3
327161	3
701930	3
629328	3
86518	3
72688	3
319562	3
923875	3
12237	3
391117	3
279221	3
195760	3
494344	3
135285	3
265991	3
337799	3
826841	3
858516	3
705077	3
442233	3
884916	3
535306	3
502383	3
237885	3
700899	3
483301	3
102878	3
647586	3
734813	3
526143	3
435305	3
728585	3
84349	3
216061	3
425186	3
361373	3
832996	3
426370	3
86673	3
664830	3
778262	3
510447	3
15276	3
599626	3
635314	3
908528	3
559794	3
747171	3
545697	3
154345	3
592983	3
757522	3
740827	3
949858	3
990909	3
262970	3
772326	3
43322	3
372968	3
8230	3
71684	3
546553	3
100144	3
251922	3
991669	3
943071	3
235954	3
246682	3
577618	3
398390	3
324211	3
802932	3
770092	3
268581	3
735483	3
826049	3
948916	3
485612	3
714745	3
830271	3
338881	3
373377	3
406525	3
135939	3
788818	3
188882	3
976374	3
944197	3
870597	3
311871	3
873930	3
821712	3
101620	3
839123	3
707122	3
769045	3
457514	3
593884	3
358438	3
701291	3
980486	3
73969	3
753883	3
899350	3
173324	3
956674	3
708077	3
566512	3
22429	3
216789	3
130951	3
908825	3
414389	3
96745	3
239693	3
822314	3
155764	3
125133	3
560671	3
991802	3
282088	3
155143	3
674072	3
762955	3
146738	3
463295	3
799751	3
883114	3
264499	3
114585	3
182951	3
818016	3
867249	3
417607	3
827591	3
558331	3
258576	3
771425	3
861209	3
804709	3
562416	3
921371	3
122373	3
20397	3
317612	3
789587	3
300356	3
927398	3
41065	3
878368	3
149086	3
444836	3
178886	3
45003	3
801075	3
897289	3
851616	3
209463	3
259387	3
644503	3
144682	3
134217	3
207018	3
88806	3
622576	3
421593	3
821646	3
787626	3
68706	3
816196	3
359136	3
923329	3
456506	3
19548	3
445338	3
68652	3
368055	3
690968	3
988600	3
244704	3
993755	3
31644	3
563372	3
632333	3
620124	3
255078	3
239934	3
102766	3
419834	3
611156	3
97964	3
398362	3
426527	3
311879	3
823941	3
492484	3
577105	3
164056	3
446073	3
655855	3
198853	3
748414	3
342600	3
830888	3
664789	3
897376	3
309665	3
970816	3
700920	3
498545	3
132613	3
217132	3
283557	3
940483	3
541883	3
859223	3
469074	3
500054	3
523723	3
764807	3
2511	3
533584	3
94960	3
333765	3
750149	3
602096	3
470534	3
794284	3
799495	3
756925	3
377463	3
367987	3
649092	3
768888	3
183987	3
734260	3
113598	3
389030	3
402971	3
540733	3
230030	3
546538	3
220435	3
431318	3
264127	3
96974	3
219409	3
140392	3
310088	3
598338	3
685712	3
832422	3
720983	3
290678	3
688420	3
955621	3
21655	3
71362	3
538130	3
470879	3
51849	3
312609	3
773170	3
325905	3
544299	3
726298	3
680742	3
263263	3
143619	3
818614	3
125243	3
376354	3
197003	3
346090	3
434782	3
954102	3
852904	3
207708	3
505418	3
380295	3
163508	3
687406	3
156843	3
387098	3
400583	3
100290	3
102003	3
54540	3
106455	3
46097	3
271463	3
953431	3
469287	3
246520	3
944756	3
586139	3
509535	3
94685	3
328816	3
719983	3
398754	3
380204	3
676843	3
308031	3
805850	3
454298	3
9204	3
172536	3
989742	3
222936	3
38342	3
300009	3
842020	3
578371	3
700554	3
434188	3
313063	3
381068	3
727927	3
353390	3
707141	3
694608	3
121046	3
251049	3
22542	3
877954	3
977473	3
624042	3
776190	3
334166	3
84227	3
123112	3
42445	3
883413	3
386402	3
505882	3
336170	3
375192	3
806278	3
145812	3
950252	3
614508	3
531972	3
161779	3
723770	3
655544	3
99743	3
783261	3
41458	3
38733	3
963356	3
680641	3
957826	3
357782	3
570206	3
123253	3
234311	3
353789	3
751740	3
126229	3
81982	3
146762	3
481994	3
634295	3
42843	3
206046	3
782282	3
466705	3
499531	3
712378	3
725593	3
424043	3
582979	3
452056	3
161707	3
304597	3
382215	3
882216	3
561038	3
302896	3
471161	3
138674	3
624099	3
805611	3
836272	3
341095	3
152625	3
640829	3
882327	3
9986	3
471466	3
423057	3
119979	3
543850	3
235059	3
150859	3
93648	3
962717	3
923436	3
528577	3
91687	3
69930	3
102847	3
71080	3
359519	3
577347	3
433855	3
462134	3
907727	3
783322	3
497249	3
760387	3
783722	3
669363	3
524355	3
813553	3
245535	3
223561	3
82587	3
29578	3
786122	3
2437	3
105316	3
347709	3
225608	3
200509	3
543321	3
687752	3
586197	3
302668	3
317383	3
719854	3
860078	3
265053	3
894921	3
900856	3
132534	3
138499	3
121302	3
946472	3
510087	3
626632	3
658345	3
84415	3
142339	3
908497	3
117217	3
12645	3
19555	3
160008	3
665426	3
498280	3
879778	3
703407	3
390022	3
740845	3
421788	3
705178	3
799857	3
972503	3
459509	3
558646	3
559374	3
239012	3
298998	3
698931	3
890739	3
165898	3
715812	3
585947	3
7899	3
504978	3
25340	3
763003	3
116544	3
555573	3
366011	3
586826	3
864436	3
980481	3
455804	3
303698	3
196363	3
988923	3
575964	3
501984	3
536964	3
812579	3
118826	3
730278	3
464961	3
470194	3
642255	3
133871	3
481319	3
335937	3
832253	3
677573	3
569011	3
24035	3
564483	3
821127	3
435159	3
565160	3
15295	3
748265	3
210981	3
478068	3
943590	3
632252	3
568104	3
643175	3
754564	3
250606	3
187135	3
725794	3
137490	3
390971	3
262884	3
73674	3
974124	3
53966	3
84896	3
387740	3
74393	3
463168	3
731890	3
6225	3
382985	3
756760	3
906059	3
780154	3
810108	3
524441	3
286894	3
137337	3
4831	3
817795	3
754737	3
949496	3
347729	3
825088	3
38354	3
578897	3
784450	3
426501	3
776940	3
620724	3
397264	3
695765	3
55677	3
117270	3
983848	3
384865	3
264938	3
438388	3
425261	3
431810	3
344180	3
206311	3
602704	3
485208	3
979249	3
976178	3
534193	3
764541	3
590503	3
651337	3
146427	3
179915	3
855937	3
366738	3
518933	3
539500	3
576253	3
488093	3
686686	3
964775	3
108267	3
631933	3
318655	3
434732	3
930682	3
670844	3
376684	3
543662	3
322460	3
